Group,Table,Name,Description,Units,Module,Scenario,File,InputDir,DisplayUnits,DisplayUnitsFile,DBTable
2038,Marea,LdvArtDvmt,Light-duty daily vehicle miles of travel in the urbanized portion of the Marea occurring on arterial roadways,MI/DAY,CalculateRoadPerformance,test,"","",,None,Marea_test_2038.csv
2038,Marea,LdvAveSpeed,Average speed (miles per hour) of light-duty vehicle travel on urban area roads,MI/DAY,CalculateRoadPerformance,test,"","",,None,Marea_test_2038.csv
2038,Marea,HvyTrkAveSpeed,Average speed (miles per hour) of heavy truck travel on urban area roads,MI/DAY,CalculateRoadPerformance,test,"","",,None,Marea_test_2038.csv
2038,Marea,BusAveSpeed,Average speed (miles per hour) of bus travel on urban area roads,MI/DAY,CalculateRoadPerformance,test,"","",,None,Marea_test_2038.csv
2038,Marea,NonUrbanAveSpeed,Average speed (miles per hour) of vehicle travel on non-urban area roads,MI/DAY,CalculateRoadPerformance,test,"","",,None,Marea_test_2038.csv
2038,Marea,LdvTotDelay,Total light-duty vehicle delay (hours per day) on urban area roads,DAY,CalculateRoadPerformance,test,"","",,None,Marea_test_2038.csv
2038,Marea,HvyTrkTotDelay,Total heavy truck vehicle delay (hours per day) on urban area roads,DAY,CalculateRoadPerformance,test,"","",,None,Marea_test_2038.csv
2038,Marea,BusTotDelay,Total bus vehicle delay (hours per day) on urban area roads,DAY,CalculateRoadPerformance,test,"","",,None,Marea_test_2038.csv
2038,Marea,AveCongPrice,Average price paid (dollars per mile) in congestion fees,USD,CalculateRoadPerformance,test,"","",,None,Marea_test_2038.csv
2038,Marea,FwyDvmtPropNoneCong,Proportion of freeway DVMT occurring when there is no congestion,proportion,CalculateRoadPerformance,test,"","",,None,Marea_test_2038.csv
2038,Marea,FwyDvmtPropModCong,Proportion of freeway DVMT occurring when congestion is moderate,proportion,CalculateRoadPerformance,test,"","",,None,Marea_test_2038.csv
2038,Marea,FwyDvmtPropHvyCong,Proportion of freeway DVMT occurring when congestion is heavy,proportion,CalculateRoadPerformance,test,"","",,None,Marea_test_2038.csv
2038,Marea,FwyDvmtPropSevCong,Proportion of freeway DVMT occurring when congestion is severe,proportion,CalculateRoadPerformance,test,"","",,None,Marea_test_2038.csv
2038,Marea,FwyDvmtPropExtCong,Proportion of freeway DVMT occurring when congestion is extreme,proportion,CalculateRoadPerformance,test,"","",,None,Marea_test_2038.csv
2038,Marea,ArtDvmtPropNoneCong,Proportion of arterial DVMT occurring when there is no congestion,proportion,CalculateRoadPerformance,test,"","",,None,Marea_test_2038.csv
2038,Marea,ArtDvmtPropModCong,Proportion of arterial DVMT occurring when congestion is moderate,proportion,CalculateRoadPerformance,test,"","",,None,Marea_test_2038.csv
2038,Marea,ArtDvmtPropHvyCong,Proportion of arterial DVMT occurring when congestion is heavy,proportion,CalculateRoadPerformance,test,"","",,None,Marea_test_2038.csv
2038,Marea,ArtDvmtPropSevCong,Proportion of arterial DVMT occurring when congestion is severe,proportion,CalculateRoadPerformance,test,"","",,None,Marea_test_2038.csv
2038,Marea,ArtDvmtPropExtCong,Proportion of arterial DVMT occurring when congestion is extreme,proportion,CalculateRoadPerformance,test,"","",,None,Marea_test_2038.csv
2038,Marea,FwyNoneCongSpeed,Average freeway speed (miles per hour) when there is no congestion,MI/DAY,CalculateRoadPerformance,test,"","",,None,Marea_test_2038.csv
2038,Marea,FwyModCongSpeed,Average freeway speed (miles per hour) when congestion is moderate,MI/DAY,CalculateRoadPerformance,test,"","",,None,Marea_test_2038.csv
2038,Marea,FwyHvyCongSpeed,Average freeway speed (miles per hour) when congestion is heavy,MI/DAY,CalculateRoadPerformance,test,"","",,None,Marea_test_2038.csv
2038,Marea,FwySevCongSpeed,Average freeway speed (miles per hour) when congestion is severe,MI/DAY,CalculateRoadPerformance,test,"","",,None,Marea_test_2038.csv
2038,Marea,FwyExtCongSpeed,Average freeway speed (miles per hour) when congestion is extreme,MI/DAY,CalculateRoadPerformance,test,"","",,None,Marea_test_2038.csv
2038,Marea,ArtNoneCongSpeed,Average arterial speed (miles per hour) when there is no congestion,MI/DAY,CalculateRoadPerformance,test,"","",,None,Marea_test_2038.csv
2038,Marea,ArtModCongSpeed,Average arterial speed (miles per hour) when congestion is moderate,MI/DAY,CalculateRoadPerformance,test,"","",,None,Marea_test_2038.csv
2038,Marea,ArtHvyCongSpeed,Average arterial speed (miles per hour) when congestion is heavy,MI/DAY,CalculateRoadPerformance,test,"","",,None,Marea_test_2038.csv
2038,Marea,ArtSevCongSpeed,Average arterial speed (miles per hour) when congestion is severe,MI/DAY,CalculateRoadPerformance,test,"","",,None,Marea_test_2038.csv
2038,Marea,ArtExtCongSpeed,Average arterial speed (miles per hour) when congestion is extreme,MI/DAY,CalculateRoadPerformance,test,"","",,None,Marea_test_2038.csv
2038,Marea,OthSpd,Average speed (miles per hour) on other roadways,MI/DAY,CalculateRoadPerformance,test,"","",,None,Marea_test_2038.csv
2038,Marea,LdvSpdSmoothFactor,Proportional adjustment of light-duty internal combustion engine (ICE) vehicle MPG due to speed smoothing,proportion,CalculateMpgMpkwhAdjustments,test,"","",,None,Marea_test_2038.csv
2038,Marea,HvyTrkSpdSmoothFactor,Proportional adjustment of heavy truck internal combustion engine (ICE) vehicle MPG due to speed smoothing,proportion,CalculateMpgMpkwhAdjustments,test,"","",,None,Marea_test_2038.csv
2038,Marea,BusSpdSmoothFactor,Proportional adjustment of bus internal combustion engine (ICE) vehicle MPG due to speed smoothing,proportion,CalculateMpgMpkwhAdjustments,test,"","",,None,Marea_test_2038.csv
2038,Marea,LdvEcoDriveFactor,Proportional adjustment of light-duty internal combustion engine (ICE) vehicle MPG due to eco-driving,proportion,CalculateMpgMpkwhAdjustments,test,"","",,None,Marea_test_2038.csv
2038,Marea,HvyTrkEcoDriveFactor,Proportional adjustment of heavy truck internal combustion engine (ICE) vehicle MPG due to eco-driving,proportion,CalculateMpgMpkwhAdjustments,test,"","",,None,Marea_test_2038.csv
2038,Marea,BusEcoDriveFactor,Proportional adjustment of bus internal combustion engine (ICE) vehicle MPG due to eco-driving,proportion,CalculateMpgMpkwhAdjustments,test,"","",,None,Marea_test_2038.csv
2038,Marea,LdIceFactor,Proportional adjustment of light-duty internal combustion engine (ICE) vehicle MPG due to congestion,proportion,CalculateMpgMpkwhAdjustments,test,"","",,None,Marea_test_2038.csv
2038,Marea,LdHevFactor,Proportional adjustment of light-duty hybrid-electric vehicle (HEV) MPG due to congestion,proportion,CalculateMpgMpkwhAdjustments,test,"","",,None,Marea_test_2038.csv
2038,Marea,LdEvFactor,Proportional adjustment of light-duty battery electric vehicle (EV) MPkWh due to congestion,proportion,CalculateMpgMpkwhAdjustments,test,"","",,None,Marea_test_2038.csv
2038,Marea,LdFcvFactor,Proportional adjustment of light-duty fuel cell vehicle (FCV) MPkWh due to congestion,proportion,CalculateMpgMpkwhAdjustments,test,"","",,None,Marea_test_2038.csv
2038,Marea,HdIceFactor,Proportional adjustment of heavy-duty internal combustion engine (ICE) vehicle MPG due to congestion,proportion,CalculateMpgMpkwhAdjustments,test,"","",,None,Marea_test_2038.csv
2038,Marea,ComSvcUrbanGGE,Average daily amount of hydrocarbon fuels consumed by commercial service vehicles associated with urban household activity in gas gallon equivalents,GGE/DAY,CalculateComEnergyAndEmissions,test,"","",,None,Marea_test_2038.csv
2038,Marea,ComSvcNonUrbanGGE,Average daily amount of hydrocarbon fuels consumed by commercial service vehicles associated with rural and town household activity in gas gallon equivalents,GGE/DAY,CalculateComEnergyAndEmissions,test,"","",,None,Marea_test_2038.csv
2038,Marea,HvyTrkUrbanGGE,Average daily amount of hydrocarbon fuels consumed by heavy trucks on urbanized area roadways in the Marea in gas gallon equivalents,GGE/DAY,CalculateComEnergyAndEmissions,test,"","",,None,Marea_test_2038.csv
2038,Marea,ComSvcUrbanKWH,Average daily amount of electricity consumed by commercial service vehicles associated with urban household activity in kilowatt-hours,GGE/DAY,CalculateComEnergyAndEmissions,test,"","",,None,Marea_test_2038.csv
2038,Marea,ComSvcNonUrbanKWH,Average daily amount of electricity consumed by commercial service vehicles associated with rural and town household activity in kilowatt-hours,GGE/DAY,CalculateComEnergyAndEmissions,test,"","",,None,Marea_test_2038.csv
2038,Marea,HvyTrkUrbanKWH,Average daily amount of electricity consumed by heavy trucks on urbanized area roadways in the Marea in kilowatt-hours,GGE/DAY,CalculateComEnergyAndEmissions,test,"","",,None,Marea_test_2038.csv
2038,Marea,ComSvcUrbanCO2e,Average daily amount of carbon-dioxide equivalents produced by commercial service vehicles associated with urban household activity in grams,KG/DAY,CalculateComEnergyAndEmissions,test,"","",,None,Marea_test_2038.csv
2038,Marea,ComSvcNonUrbanCO2e,Average daily amount of carbon-dioxide equivalents produced by commercial service vehicles associated with rural and town household activity in grams,KG/DAY,CalculateComEnergyAndEmissions,test,"","",,None,Marea_test_2038.csv
2038,Marea,HvyTrkUrbanCO2e,Average daily amount of carbon-dioxide equivalents produced by heavy trucks on urbanized area roadways in the Marea in grams,KG/DAY,CalculateComEnergyAndEmissions,test,"","",,None,Marea_test_2038.csv
2038,Marea,ComSvcAveUrbanAutoCO2eRate,Average amount of carbon-dioxide equivalents produced by commercial service automobiles per mile of travel on urbanized area roadways in grams per mile,KG/MI,CalculateComEnergyAndEmissions,test,"","",,None,Marea_test_2038.csv
2038,Marea,ComSvcAveUrbanLtTrkCO2eRate,Average amount of carbon-dioxide equivalents produced by commercial service light trucks per mile of travel on urbanized area roadways in grams per mile,KG/MI,CalculateComEnergyAndEmissions,test,"","",,None,Marea_test_2038.csv
2038,Marea,HvyTrkAveUrbanCO2eRate,Average amount of carbon-dioxide equivalents produced by heavy trucks per mile of travel on urbanized area roadways in grams per mile,KG/MI,CalculateComEnergyAndEmissions,test,"","",,None,Marea_test_2038.csv
2038,Marea,BusGGE,Average daily amount of hydrocarbon fuels consumed by bus transit vehicles in urbanized area in gas gallon equivalents,GGE/DAY,CalculatePtranEnergyAndEmissions,test,"","",,None,Marea_test_2038.csv
2038,Marea,RailGGE,Average daily amount of hydrocarbon fuels consumed by rail transit vehicles in urbanized area in gas gallon equivalents,GGE/DAY,CalculatePtranEnergyAndEmissions,test,"","",,None,Marea_test_2038.csv
2038,Marea,VanGGE,Average daily amount of hydrocarbon fuels consumed by van transit vehicles in urbanized area in gas gallon equivalents,GGE/DAY,CalculatePtranEnergyAndEmissions,test,"","",,None,Marea_test_2038.csv
2038,Marea,BusKWH,Average daily amount of electricity consumed by bus transit vehicles in urbanized area in kilowatt-hours,GGE/DAY,CalculatePtranEnergyAndEmissions,test,"","",,None,Marea_test_2038.csv
2038,Marea,RailKWH,Average daily amount of electricity consumed by rail transit vehicles in urbanized area in kilowatt-hours,GGE/DAY,CalculatePtranEnergyAndEmissions,test,"","",,None,Marea_test_2038.csv
2038,Marea,VanKWH,Average daily amount of electricity consumed by van transit vehicles in urbanized area in kilowatt-hours,GGE/DAY,CalculatePtranEnergyAndEmissions,test,"","",,None,Marea_test_2038.csv
2038,Marea,BusCO2e,Average daily amount of carbon-dioxide equivalents produced by bus transit vehicles in urbanized area in grams,KG/DAY,CalculatePtranEnergyAndEmissions,test,"","",,None,Marea_test_2038.csv
2038,Marea,RailCO2e,Average daily amount of carbon-dioxide equivalents produced by rail transit vehicles in urbanized area in grams,KG/DAY,CalculatePtranEnergyAndEmissions,test,"","",,None,Marea_test_2038.csv
2038,Marea,VanCO2e,Average daily amount of carbon-dioxide equivalents produced by van transit vehicles in urbanized area in grams,KG/DAY,CalculatePtranEnergyAndEmissions,test,"","",,None,Marea_test_2038.csv
2038,Marea,BusCO2eRate,Average amount of carbon-dioxide equivalents produced by bus transit vehicles per mile of travel in urbanized area in grams per mile,KG/MI,CalculatePtranEnergyAndEmissions,test,"","",,None,Marea_test_2038.csv
2038,Marea,RailCO2eRate,Average amount of carbon-dioxide equivalents produced by rail transit vehicles per mile of travel in urbanized area in grams per mile,KG/MI,CalculatePtranEnergyAndEmissions,test,"","",,None,Marea_test_2038.csv
2038,Marea,VanCO2eRate,Average amount of carbon-dioxide equivalents produced by van transit vehicles per mile of travel in urbanized area in grams per mile,KG/MI,CalculatePtranEnergyAndEmissions,test,"","",,None,Marea_test_2038.csv
2038,Marea,Global,Global group indicator,"","",test,"","","","",Marea_test_2038.csv
2038,Marea,Year,Year group indicator,"","",test,"","","","",Marea_test_2038.csv
2038,Marea,Scenario,Scenario group indicator,"","",test,"","","","",Marea_test_2038.csv
2038,Region,DrvPerPrsn15to19,Target ratio of drivers to persons in the 15 to 19 years old age group,NA/,AssignDrivers,test,region_hh_ave_driver_per_capita.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Region_test_2038.csv
2038,Region,DrvPerPrsn20to29,Target ratio of drivers to persons in the 20 to 29 years old age group,NA/,AssignDrivers,test,region_hh_ave_driver_per_capita.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Region_test_2038.csv
2038,Region,DrvPerPrsn30to54,Target ratio of drivers to persons in the 30 to 54 years old age group,NA/,AssignDrivers,test,region_hh_ave_driver_per_capita.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Region_test_2038.csv
2038,Region,DrvPerPrsn55to64,Target ratio of drivers to persons in the 55 to 64 years old age group,NA/,AssignDrivers,test,region_hh_ave_driver_per_capita.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Region_test_2038.csv
2038,Region,DrvPerPrsn65Plus,Target ratio of drivers to persons in the 65 or older age group,NA/,AssignDrivers,test,region_hh_ave_driver_per_capita.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Region_test_2038.csv
2038,Region,HhFuelCI,Average carbon intensity of fuels used by household vehicles (grams CO2e per megajoule),KG/GGE,Initialize,test,region_ave_fuel_carbon_intensity.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Region_test_2038.csv
2038,Region,CarSvcFuelCI,Average carbon intensity of fuels used by car service vehicles (grams CO2e per megajoule),KG/GGE,Initialize,test,region_ave_fuel_carbon_intensity.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Region_test_2038.csv
2038,Region,ComSvcFuelCI,Average carbon intensity of fuels used by commercial service vehicles (grams CO2e per megajoule),KG/GGE,Initialize,test,region_ave_fuel_carbon_intensity.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Region_test_2038.csv
2038,Region,HvyTrkFuelCI,Average carbon intensity of fuels used by heavy trucks (grams CO2e per megajoule),KG/GGE,Initialize,test,region_ave_fuel_carbon_intensity.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Region_test_2038.csv
2038,Region,TransitVanFuelCI,Average carbon intensity of fuels used by transit vans (grams CO2e per megajoule),KG/GGE,Initialize,test,region_ave_fuel_carbon_intensity.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Region_test_2038.csv
2038,Region,TransitBusFuelCI,Average carbon intensity of fuels used by transit buses (grams CO2e per megajoule),KG/GGE,Initialize,test,region_ave_fuel_carbon_intensity.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Region_test_2038.csv
2038,Region,TransitRailFuelCI,Average carbon intensity of fuels used by transit rail vehicles (grams CO2e per megajoule),KG/GGE,Initialize,test,region_ave_fuel_carbon_intensity.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Region_test_2038.csv
2038,Region,CarSvcAutoPropIcev,Proportion of car service automobile travel powered by internal combustion engine powertrains,proportion,Initialize,test,region_carsvc_powertrain_prop.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Region_test_2038.csv
2038,Region,CarSvcAutoPropHev,Proportion of car service automobile travel powered by hybrid electric powertrains,proportion,Initialize,test,region_carsvc_powertrain_prop.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Region_test_2038.csv
2038,Region,CarSvcAutoPropBev,Proportion of car service automobile travel powered by battery electric powertrains,proportion,Initialize,test,region_carsvc_powertrain_prop.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Region_test_2038.csv
2038,Region,CarSvcLtTrkPropIcev,Proportion of car service light truck travel powered by internal combustion engine powertrains,proportion,Initialize,test,region_carsvc_powertrain_prop.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Region_test_2038.csv
2038,Region,CarSvcLtTrkPropHev,Proportion of car service light truck travel powered by hybrid electric powertrains,proportion,Initialize,test,region_carsvc_powertrain_prop.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Region_test_2038.csv
2038,Region,CarSvcLtTrkPropBev,Proportion of car service light truck travel powered by battery electric powertrains,proportion,Initialize,test,region_carsvc_powertrain_prop.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Region_test_2038.csv
2038,Region,ComSvcAutoPropIcev,Proportion of commercial service automobile travel powered by internal combustion engine powertrains,proportion,Initialize,test,region_comsvc_powertrain_prop.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Region_test_2038.csv
2038,Region,ComSvcAutoPropHev,Proportion of commercial service automobile travel powered by hybrid electric powertrains,proportion,Initialize,test,region_comsvc_powertrain_prop.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Region_test_2038.csv
2038,Region,ComSvcAutoPropBev,Proportion of commercial service automobile travel powered by battery electric powertrains,proportion,Initialize,test,region_comsvc_powertrain_prop.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Region_test_2038.csv
2038,Region,ComSvcLtTrkPropIcev,Proportion of commercial service light truck travel powered by internal combustion engine powertrains,proportion,Initialize,test,region_comsvc_powertrain_prop.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Region_test_2038.csv
2038,Region,ComSvcLtTrkPropHev,Proportion of commercial service light truck travel powered by hybrid electric powertrains,proportion,Initialize,test,region_comsvc_powertrain_prop.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Region_test_2038.csv
2038,Region,ComSvcLtTrkPropBev,Proportion of commercial service light truck travel powered by battery electric powertrains,proportion,Initialize,test,region_comsvc_powertrain_prop.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Region_test_2038.csv
2038,Region,HvyTrkPropIcev,Proportion of heavy truck travel powered by internal combustion engine powertrains,proportion,Initialize,test,region_hvytrk_powertrain_prop.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Region_test_2038.csv
2038,Region,HvyTrkPropHev,Proportion of heavy truck travel powered by hybrid electric powertrains,proportion,Initialize,test,region_hvytrk_powertrain_prop.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Region_test_2038.csv
2038,Region,HvyTrkPropBev,Proportion of heavy truck travel powered by battery electric powertrains,proportion,Initialize,test,region_hvytrk_powertrain_prop.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Region_test_2038.csv
2038,Region,PropClimateCostPaid,Proportion of climate change costs paid by users (i.e. ratio of carbon taxes to climate change costs),proportion,CalculateVehicleOperatingCost,test,region_prop_externalities_paid.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Region_test_2038.csv
2038,Region,PropOtherExtCostPaid,Proportion of other social costs paid by users,proportion,CalculateVehicleOperatingCost,test,region_prop_externalities_paid.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Region_test_2038.csv
2038,Region,CO2eCost,Environmental and social cost of CO2e emissions per metric ton,USD,CalculateVehicleOperatingCost,test,region_co2e_costs.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Region_test_2038.csv
2038,Region,RoadBaseModCost,Average base modernization cost per light-duty vehicle mile traveled (dollars per vehicle mile). Base modernization includes roadway improvements exclusive of addition of lanes.,USD,BalanceRoadCostsAndRevenues,test,region_road_cost.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Region_test_2038.csv
2038,Region,RoadPresOpMaintCost,"Average road preservation, operations, and maintenance cost per light-duty vehicle mile traveled (dollars per vehicle mile).",USD,BalanceRoadCostsAndRevenues,test,region_road_cost.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Region_test_2038.csv
2038,Region,RoadOtherCost,"Average other road cost (e.g. administration, planning, project development, safety) per light-duty vehicle mile traveled (dollars per vehicle mile).",USD,BalanceRoadCostsAndRevenues,test,region_road_cost.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Region_test_2038.csv
2038,Region,FwyLnMiCost,Average cost to build one freeway lane-mile (dollars per lane-mile),USD,BalanceRoadCostsAndRevenues,test,region_road_cost.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Region_test_2038.csv
2038,Region,ArtLnMiCost,Average cost to build one arterial lane-mile (dollars per lane-mile),USD,BalanceRoadCostsAndRevenues,test,region_road_cost.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Region_test_2038.csv
2038,Region,HvyTrkPCE,Passenger car equivalent (PCE) for heavy trucks. PCE indicates the number of light-duty vehicles a heavy truck is equivalent to in calculating road capacity.,ratio,BalanceRoadCostsAndRevenues,test,region_road_cost.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Region_test_2038.csv
2038,Region,ComSvcLtTrkProp,Regional proportion of commercial service vehicles that are light trucks,proportion,CalculateComEnergyAndEmissions,test,region_comsvc_lttrk_prop.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Region_test_2038.csv
2038,Region,AveComSvcVehicleAge,Average age of commercial service vehicles,DAY,CalculateComEnergyAndEmissions,test,region_comsvc_veh_mean_age.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Region_test_2038.csv
2038,Region,HhAutoFuelCI,Average carbon intensity of fuels used by household automobiles (grams CO2e per megajoule),KG/GGE,CalculateCarbonIntensity,test,"","",,None,Region_test_2038.csv
2038,Region,HhLtTrkFuelCI,Average carbon intensity of fuels used by household light trucks (grams CO2e per megajoule),KG/GGE,CalculateCarbonIntensity,test,"","",,None,Region_test_2038.csv
2038,Region,CarSvcAutoFuelCI,Average carbon intensity of fuels used by car service automobiles (grams CO2e per megajoule),KG/GGE,CalculateCarbonIntensity,test,"","",,None,Region_test_2038.csv
2038,Region,CarSvcLtTrkFuelCI,Average carbon intensity of fuels used by car service light trucks (grams CO2e per megajoule),KG/GGE,CalculateCarbonIntensity,test,"","",,None,Region_test_2038.csv
2038,Region,ComSvcAutoFuelCI,Average carbon intensity of fuels used by commercial service automobiles (grams CO2e per megajoule),KG/GGE,CalculateCarbonIntensity,test,"","",,None,Region_test_2038.csv
2038,Region,ComSvcLtTrkFuelCI,Average carbon intensity of fuels used by commercial service light trucks (grams CO2e per megajoule),KG/GGE,CalculateCarbonIntensity,test,"","",,None,Region_test_2038.csv
2038,Region,HvyTrkUrbanDvmt,Region heavy truck daily vehicle miles of travel in urbanized areas,MI/DAY,CalculateRoadDvmt,test,"","",,None,Region_test_2038.csv
2038,Region,HvyTrkNonUrbanDvmt,Region heavy truck daily vehicle miles of travel outside of urbanized areas (i.e. in town or rural areas),MI/DAY,CalculateRoadDvmt,test,"","",,None,Region_test_2038.csv
2038,Region,LdvEcoDriveFactor,Proportional adjustment of light-duty internal combustion engine (ICE) vehicle MPG due to eco-driving in uncongested conditions,proportion,CalculateMpgMpkwhAdjustments,test,"","",,None,Region_test_2038.csv
2038,Region,HvyTrkEcoDriveFactor,Proportional adjustment of heavy truck internal combustion engine (ICE) vehicle MPG due to eco-driving in uncongested conditions,proportion,CalculateMpgMpkwhAdjustments,test,"","",,None,Region_test_2038.csv
2038,Region,BusEcoDriveFactor,Proportional adjustment of bus internal combustion engine (ICE) vehicle MPG due to eco-driving in uncongested conditions,proportion,CalculateMpgMpkwhAdjustments,test,"","",,None,Region_test_2038.csv
2038,Region,LdIceFactor,Proportional adjustment of light-duty internal combustion engine (ICE) vehicle MPG in uncongested conditions,proportion,CalculateMpgMpkwhAdjustments,test,"","",,None,Region_test_2038.csv
2038,Region,LdHevFactor,Proportional adjustment of light-duty hybrid-electric vehicle (HEV) MPG in uncongested conditions,proportion,CalculateMpgMpkwhAdjustments,test,"","",,None,Region_test_2038.csv
2038,Region,LdEvFactor,Proportional adjustment of light-duty battery electric vehicle (EV) MPkWh in uncongested conditions,proportion,CalculateMpgMpkwhAdjustments,test,"","",,None,Region_test_2038.csv
2038,Region,LdFcvFactor,Proportional adjustment of light-duty fuel cell vehicle (FCV) MPkWh in uncongested conditions,proportion,CalculateMpgMpkwhAdjustments,test,"","",,None,Region_test_2038.csv
2038,Region,HdIceFactor,Proportional adjustment of heavy-duty internal combustion engine (ICE) vehicle MPG in uncongested conditions,proportion,CalculateMpgMpkwhAdjustments,test,"","",,None,Region_test_2038.csv
2038,Region,ExtraVmtTax,Added vehicle mile tax for household vehicle use to pay for any deficit between road costs and road revenues (dollars per vehicle mile),USD,BalanceRoadCostsAndRevenues,test,"","",,None,Region_test_2038.csv
2038,Region,HvyTrkNonUrbanGGE,Average daily amount of hydrocarbon fuels consumed by heavy trucks on rural and town roadways in the Region in gas gallon equivalents,GGE/DAY,CalculateComEnergyAndEmissions,test,"","",,None,Region_test_2038.csv
2038,Region,HvyTrkUrbanGGE,Average daily amount of hydrocarbon fuels consumed by heavy trucks on urbanized area roadways in the Region in gas gallon equivalents,GGE/DAY,CalculateComEnergyAndEmissions,test,"","",,None,Region_test_2038.csv
2038,Region,HvyTrkNonUrbanKWH,Average daily amount of electricity consumed by heavy trucks on rural and town roadways in the Region in kilowatt-hours,GGE/DAY,CalculateComEnergyAndEmissions,test,"","",,None,Region_test_2038.csv
2038,Region,HvyTrkUrbanKWH,Average daily amount of electricity consumed by heavy trucks on urbanized area roadways in the Region in kilowatt-hours,GGE/DAY,CalculateComEnergyAndEmissions,test,"","",,None,Region_test_2038.csv
2038,Region,HvyTrkNonUrbanCO2e,Average daily amount of carbon-dioxide equivalents produced by heavy trucks on rural and town roadways in the Region in grams,KG/DAY,CalculateComEnergyAndEmissions,test,"","",,None,Region_test_2038.csv
2038,Region,HvyTrkUrbanCO2e,Average daily amount of carbon-dioxide equivalents produced by heavy trucks on urbanized area roadways in the Region in grams,KG/DAY,CalculateComEnergyAndEmissions,test,"","",,None,Region_test_2038.csv
2038,Region,Global,Global group indicator,"","",test,"","","","",Region_test_2038.csv
2038,Region,Year,Year group indicator,"","",test,"","","","",Region_test_2038.csv
