Random,HhId,WkrId,Bzone,Azone,Marea,DistanceToWork,PaysForParking,IsCashOut,ParkingCost,IsECO
10,AMATS-1649,AMATS-1649-1,AMATS126,AMATS,AMATS,9.702700626,0,0,0,0
10,AMATS-1720,AMATS-1720-2,AMATS650,AMATS,AMATS,9.089167503,0,0,0,0
10,AMATS-1834,AMATS-1834-1,AMATS301,AMATS,AMATS,6.466388031,0,0,0,0
10,AMATS-1845,AMATS-1845-2,AMATS584,AMATS,AMATS,23.19402198,0,0,0,0
10,AMATS-1940,AMATS-1940-1,AMATS535,AMATS,AMATS,21.21552461,0,0,0,0
10,AMATS-2027,AMATS-2027-2,AMATS935,AMATS,AMATS,7.878775227,0,0,0,0
10,AMATS-2057,AMATS-2057-1,AMATS129,AMATS,AMATS,1.108801629,0,0,0,0
10,AMATS-2062,AMATS-2062-1,AMATS176,AMATS,AMATS,1.816363125,0,0,0,0
10,AMATS-2165,AMATS-2165-1,AMATS57,AMATS,AMATS,24.44421322,0,0,0,0
10,AMATS-2258,AMATS-2258-1,AMATS834,AMATS,AMATS,40.37267417,0,0,0,0
10,AMATS-2323,AMATS-2323-3,AMATS129,AMATS,AMATS,1.042068334,0,0,0,0
10,AMATS-2413,AMATS-2413-2,AMATS226,AMATS,AMATS,1.729482638,0,0,0,0
10,AMATS-2501,AMATS-2501-1,AMATS223,AMATS,AMATS,5.555970395,0,0,0,0
10,AMATS-2559,AMATS-2559-2,AMATS333,AMATS,AMATS,1.988245153,0,0,0,0
10,AMATS-2614,AMATS-2614-1,AMATS935,AMATS,AMATS,9.236152401,0,0,0,0
10,AMATS-2798,AMATS-2798-1,AMATS476,AMATS,AMATS,1.626425165,0,0,0,0
10,AMATS-2805,AMATS-2805-4,AMATS751,AMATS,AMATS,27.24566435,0,0,0,0
10,AMATS-2999,AMATS-2999-1,AMATS77,AMATS,AMATS,16.04694167,0,0,0,0
10,AMATS-3012,AMATS-3012-2,AMATS331,AMATS,AMATS,6.308522528,0,0,0,0
10,AMATS-3015,AMATS-3015-2,AMATS425,AMATS,AMATS,0.891236307,1,0,95,0
10,AMATS-3081,AMATS-3081-3,AMATS240,AMATS,AMATS,4.126955724,0,0,0,0
10,AMATS-3163,AMATS-3163-1,AMATS171,AMATS,AMATS,0.475641845,0,0,0,0
10,AMATS-3169,AMATS-3169-1,AMATS353,AMATS,AMATS,5.896988613,0,0,0,0
10,AMATS-3179,AMATS-3179-2,AMATS528,AMATS,AMATS,2.923115418,0,0,0,0
10,AMATS-3232,AMATS-3232-2,AMATS58,AMATS,AMATS,5.396437483,0,0,0,0
10,AMATS-3282,AMATS-3282-2,AMATS450,AMATS,AMATS,2.664574063,1,0,50,0
10,AMATS-3352,AMATS-3352-1,AMATS310,AMATS,AMATS,4.247743508,0,0,0,0
10,AMATS-3377,AMATS-3377-1,AMATS499,AMATS,AMATS,7.785553245,0,0,0,0
10,AMATS-3514,AMATS-3514-3,AMATS33,AMATS,AMATS,60.69932875,0,0,0,0
10,AMATS-3527,AMATS-3527-1,AMATS559,AMATS,AMATS,14.09804443,0,0,0,0
10,AMATS-3615,AMATS-3615-2,AMATS570,AMATS,AMATS,0.574314873,0,0,0,0
10,AMATS-3633,AMATS-3633-1,AMATS935,AMATS,AMATS,13.98529915,0,0,0,0
10,AMATS-3636,AMATS-3636-1,AMATS882,AMATS,AMATS,14.88885113,0,0,0,0
10,AMATS-3642,AMATS-3642-1,AMATS149,AMATS,AMATS,1.891098558,0,0,0,0
10,AMATS-3645,AMATS-3645-1,AMATS559,AMATS,AMATS,19.48292998,0,0,0,0
10,AMATS-3648,AMATS-3648-2,AMATS654,AMATS,AMATS,1.055666082,0,0,0,0
10,AMATS-3676,AMATS-3676-3,AMATS834,AMATS,AMATS,1.88770029,0,0,0,0
10,AMATS-3685,AMATS-3685-2,AMATS18,AMATS,AMATS,59.66330615,0,0,0,0
10,AMATS-3721,AMATS-3721-2,AMATS934,AMATS,AMATS,8.178747224,0,0,0,0
10,AMATS-3754,AMATS-3754-1,AMATS70,AMATS,AMATS,19.13584385,0,0,0,0
10,AMATS-3801,AMATS-3801-1,AMATS896,AMATS,AMATS,31.01639114,0,0,0,0
10,AMATS-3836,AMATS-3836-1,AMATS172,AMATS,AMATS,25.39703317,0,0,0,0
10,AMATS-3870,AMATS-3870-1,AMATS238,AMATS,AMATS,4.264743273,0,0,0,0
10,AMATS-3879,AMATS-3879-1,AMATS941,AMATS,AMATS,2.24006187,0,0,0,0
10,AMATS-3944,AMATS-3944-2,AMATS896,AMATS,AMATS,8.034604052,0,0,0,0
10,AMATS-4198,AMATS-4198-1,AMATS297,AMATS,AMATS,10.10706737,0,0,0,0
10,AMATS-4203,AMATS-4203-1,AMATS217,AMATS,AMATS,0.652730222,0,0,0,0
10,AMATS-4293,AMATS-4293-2,AMATS315,AMATS,AMATS,3.678924124,0,0,0,0
10,AMATS-4300,AMATS-4300-1,AMATS40,AMATS,AMATS,34.52283426,0,0,0,0
10,AMATS-4321,AMATS-4321-1,AMATS57,AMATS,AMATS,10.86374761,0,0,0,0
10,AMATS-4413,AMATS-4413-2,AMATS239,AMATS,AMATS,24.80765366,0,0,0,0
10,AMATS-4498,AMATS-4498-1,AMATS372,AMATS,AMATS,2.092236497,0,0,0,0
10,AMATS-4608,AMATS-4608-2,AMATS172,AMATS,AMATS,1.36430131,0,0,0,0
10,AMATS-4625,AMATS-4625-1,AMATS91,AMATS,AMATS,21.19455205,0,0,0,0
10,AMATS-4679,AMATS-4679-1,AMATS315,AMATS,AMATS,48.7705524,0,0,0,0
10,AMATS-4680,AMATS-4680-2,AMATS272,AMATS,AMATS,0.90816293,0,0,0,0
10,AMATS-4696,AMATS-4696-2,AMATS898,AMATS,AMATS,1.113417179,0,0,0,0
10,AMATS-4784,AMATS-4784-3,AMATS127,AMATS,AMATS,3.807147165,0,0,0,0
10,AMATS-4848,AMATS-4848-1,AMATS264,AMATS,AMATS,5.236694573,0,0,0,0
10,AMATS-4864,AMATS-4864-2,AMATS230,AMATS,AMATS,16.61369611,0,0,0,0
10,AMATS-4915,AMATS-4915-1,AMATS207,AMATS,AMATS,4.961605814,0,0,0,0
10,AMATS-4924,AMATS-4924-2,AMATS528,AMATS,AMATS,4.18814057,0,0,0,0
10,AMATS-5032,AMATS-5032-2,AMATS549,AMATS,AMATS,9.49E-05,0,0,0,0
10,AMATS-5182,AMATS-5182-2,AMATS579,AMATS,AMATS,9.49E-05,0,0,0,0
10,AMATS-5234,AMATS-5234-2,AMATS467,AMATS,AMATS,1.122483262,0,0,0,0
10,AMATS-5430,AMATS-5430-1,AMATS559,AMATS,AMATS,30.11974171,0,0,0,0
10,AMATS-5466,AMATS-5466-2,AMATS226,AMATS,AMATS,3.310081364,0,0,0,0
10,AMATS-5535,AMATS-5535-1,AMATS94,AMATS,AMATS,6.131157749,0,0,0,0
10,AMATS-5613,AMATS-5613-2,AMATS40,AMATS,AMATS,3.719438382,0,0,0,0
10,AMATS-5832,AMATS-5832-2,AMATS57,AMATS,AMATS,9.365752702,0,0,0,0
10,AMATS-5845,AMATS-5845-2,AMATS317,AMATS,AMATS,2.528118093,0,0,0,0
10,AMATS-5897,AMATS-5897-1,AMATS848,AMATS,AMATS,24.66358833,0,0,0,0
10,AMATS-5903,AMATS-5903-1,AMATS833,AMATS,AMATS,1.124128356,0,0,0,0
10,AMATS-5996,AMATS-5996-1,AMATS941,AMATS,AMATS,0.7075651,0,0,0,0
10,AMATS-6033,AMATS-6033-1,AMATS896,AMATS,AMATS,5.988498856,0,0,0,0
10,AMATS-6143,AMATS-6143-3,AMATS637,AMATS,AMATS,1.61385593,0,0,0,0
10,AMATS-6484,AMATS-6484-1,AMATS941,AMATS,AMATS,4.689065946,0,0,0,0
10,AMATS-6534,AMATS-6534-2,AMATS882,AMATS,AMATS,12.47519075,0,0,0,0
10,AMATS-6664,AMATS-6664-1,AMATS282,AMATS,AMATS,0.393789121,0,0,0,0
10,AMATS-6730,AMATS-6730-1,AMATS518,AMATS,AMATS,1.814017944,0,0,0,0
10,AMATS-6735,AMATS-6735-1,AMATS65,AMATS,AMATS,4.960814166,0,0,0,0
10,AMATS-6787,AMATS-6787-2,AMATS353,AMATS,AMATS,9.404356378,0,0,0,0
10,AMATS-6813,AMATS-6813-2,AMATS57,AMATS,AMATS,10.94753952,0,0,0,0
10,AMATS-6822,AMATS-6822-1,AMATS848,AMATS,AMATS,16.40255221,0,0,0,0
10,AMATS-6886,AMATS-6886-1,AMATS941,AMATS,AMATS,7.970227511,0,0,0,0
10,AMATS-6913,AMATS-6913-2,AMATS297,AMATS,AMATS,7.515052199,0,0,0,0
10,AMATS-6993,AMATS-6993-3,AMATS129,AMATS,AMATS,0.57490146,0,0,0,0
10,AMATS-6994,AMATS-6994-3,AMATS335,AMATS,AMATS,0.521145985,0,0,0,0
10,AMATS-7014,AMATS-7014-3,AMATS162,AMATS,AMATS,1.342561463,0,0,0,0
10,AMATS-7042,AMATS-7042-3,AMATS237,AMATS,AMATS,1.564200749,0,0,0,0
10,AMATS-7101,AMATS-7101-1,AMATS527,AMATS,AMATS,3.533004106,0,0,0,0
10,AMATS-7129,AMATS-7129-2,AMATS273,AMATS,AMATS,3.500195307,0,0,0,0
10,AMATS-7147,AMATS-7147-1,AMATS207,AMATS,AMATS,4.335590178,0,0,0,0
10,AMATS-7163,AMATS-7163-1,AMATS6,AMATS,AMATS,6.091129148,0,0,0,0
10,AMATS-7205,AMATS-7205-1,AMATS625,AMATS,AMATS,16.35934664,0,0,0,0
10,AMATS-7221,AMATS-7221-1,AMATS528,AMATS,AMATS,10.17668845,0,0,0,0
10,AMATS-7228,AMATS-7228-1,AMATS640,AMATS,AMATS,17.90242426,0,0,0,0
10,AMATS-7262,AMATS-7262-1,AMATS187,AMATS,AMATS,2.832649994,0,0,0,0
10,AMATS-7444,AMATS-7444-1,AMATS57,AMATS,AMATS,17.36971304,0,0,0,0
10,AMATS-7464,AMATS-7464-1,AMATS751,AMATS,AMATS,0.79241717,0,0,0,0
10,AMATS-7520,AMATS-7520-1,AMATS406,AMATS,AMATS,1.292314368,1,0,85,0
10,AMATS-7553,AMATS-7553-2,AMATS121,AMATS,AMATS,9.49E-05,0,0,0,0
10,AMATS-7628,AMATS-7628-3,AMATS147,AMATS,AMATS,9.49E-05,0,0,0,0
10,AMATS-7712,AMATS-7712-3,AMATS826,AMATS,AMATS,9.49E-05,0,0,0,0
10,AMATS-7721,AMATS-7721-1,AMATS295,AMATS,AMATS,46.2084786,0,0,0,0
10,AMATS-7892,AMATS-7892-1,AMATS134,AMATS,AMATS,4.03449046,0,0,0,0
10,AMATS-7989,AMATS-7989-1,AMATS348,AMATS,AMATS,23.44036249,0,0,0,0
10,AMATS-8058,AMATS-8058-3,AMATS386,AMATS,AMATS,48.71008254,1,0,95,0
10,AMATS-8173,AMATS-8173-1,AMATS882,AMATS,AMATS,5.329940861,0,0,0,0
10,AMATS-8364,AMATS-8364-2,AMATS256,AMATS,AMATS,0.529182636,0,0,0,0
10,AMATS-8390,AMATS-8390-3,AMATS406,AMATS,AMATS,4.213780477,1,0,85,0
10,AMATS-8418,AMATS-8418-2,AMATS149,AMATS,AMATS,5.859149968,0,0,0,0
10,AMATS-8519,AMATS-8519-2,AMATS286,AMATS,AMATS,9.49E-05,0,0,0,0
10,AMATS-8695,AMATS-8695-2,AMATS40,AMATS,AMATS,16.60191373,0,0,0,0
10,AMATS-8767,AMATS-8767-1,AMATS810,AMATS,AMATS,2.127776679,0,0,0,0
10,AMATS-8871,AMATS-8871-2,AMATS219,AMATS,AMATS,2.645532559,0,0,0,0
10,AMATS-9032,AMATS-9032-1,AMATS58,AMATS,AMATS,3.087714392,0,0,0,0
10,AMATS-9072,AMATS-9072-2,AMATS312,AMATS,AMATS,8.811987909,0,0,0,0
10,AMATS-9166,AMATS-9166-2,AMATS473,AMATS,AMATS,0.814583605,0,0,0,0
10,AMATS-9202,AMATS-9202-1,AMATS550,AMATS,AMATS,9.49E-05,0,0,0,0
10,AMATS-9242,AMATS-9242-2,AMATS539,AMATS,AMATS,25.36097323,0,0,0,0
10,AMATS-9266,AMATS-9266-4,AMATS120,AMATS,AMATS,4.797842791,0,0,0,0
10,AMATS-9293,AMATS-9293-2,AMATS57,AMATS,AMATS,9.775078182,0,0,0,0
10,AMATS-9337,AMATS-9337-1,AMATS246,AMATS,AMATS,1.598371128,0,0,0,0
10,AMATS-9401,AMATS-9401-2,AMATS239,AMATS,AMATS,6.680993103,0,0,0,0
10,AMATS-9451,AMATS-9451-2,AMATS879,AMATS,AMATS,0.584686608,0,0,0,0
10,AMATS-9460,AMATS-9460-1,AMATS192,AMATS,AMATS,2.684423519,0,0,0,0
10,AMATS-9579,AMATS-9579-2,AMATS620,AMATS,AMATS,36.81118374,0,0,0,0
10,AMATS-9625,AMATS-9625-3,AMATS33,AMATS,AMATS,10.44823961,0,0,0,0
10,AMATS-9725,AMATS-9725-1,AMATS439,AMATS,AMATS,41.57254239,0,0,0,0
10,AMATS-9871,AMATS-9871-2,AMATS237,AMATS,AMATS,0.876897209,0,0,0,0
10,AMATS-10133,AMATS-10133-1,AMATS140,AMATS,AMATS,1.681164848,0,0,0,0
10,AMATS-10176,AMATS-10176-1,AMATS63,AMATS,AMATS,19.21921327,0,0,0,0
10,AMATS-10207,AMATS-10207-1,AMATS212,AMATS,AMATS,51.15801845,0,0,0,0
10,AMATS-10286,AMATS-10286-1,AMATS932,AMATS,AMATS,19.83228216,0,0,0,0
10,AMATS-10329,AMATS-10329-1,AMATS336,AMATS,AMATS,3.820177042,0,0,0,0
10,AMATS-10481,AMATS-10481-1,AMATS205,AMATS,AMATS,2.741695674,0,0,0,0
10,AMATS-10525,AMATS-10525-1,AMATS317,AMATS,AMATS,8.746448714,0,0,0,0
10,AMATS-10595,AMATS-10595-1,AMATS876,AMATS,AMATS,3.409678248,0,0,0,0
10,AMATS-10603,AMATS-10603-3,AMATS239,AMATS,AMATS,7.155954447,0,0,0,0
10,AMATS-10668,AMATS-10668-1,AMATS528,AMATS,AMATS,9.549516032,0,0,0,0
10,AMATS-10818,AMATS-10818-1,AMATS237,AMATS,AMATS,10.9787352,0,0,0,0
10,AMATS-10856,AMATS-10856-1,AMATS107,AMATS,AMATS,1.034006529,0,0,0,0
10,AMATS-10866,AMATS-10866-2,AMATS406,AMATS,AMATS,4.568770183,1,0,85,0
10,AMATS-10953,AMATS-10953-1,AMATS301,AMATS,AMATS,3.366710895,0,0,0,0
10,AMATS-11015,AMATS-11015-1,AMATS528,AMATS,AMATS,1.860854394,0,0,0,0
10,AMATS-11060,AMATS-11060-1,AMATS232,AMATS,AMATS,9.575084861,0,0,0,0
10,AMATS-11229,AMATS-11229-1,AMATS57,AMATS,AMATS,23.0716512,0,0,0,0
10,AMATS-11379,AMATS-11379-2,AMATS572,AMATS,AMATS,13.67802126,0,0,0,0
10,AMATS-11546,AMATS-11546-2,AMATS949,AMATS,AMATS,8.005447896,0,0,0,0
10,AMATS-11551,AMATS-11551-3,AMATS333,AMATS,AMATS,0.179394031,0,0,0,0
10,AMATS-11569,AMATS-11569-1,AMATS250,AMATS,AMATS,7.00448813,0,0,0,0
10,AMATS-11574,AMATS-11574-2,AMATS364,AMATS,AMATS,5.213470479,0,0,0,0
10,AMATS-11719,AMATS-11719-1,AMATS559,AMATS,AMATS,13.44865193,0,0,0,0
10,AMATS-11859,AMATS-11859-1,AMATS4,AMATS,AMATS,8.538527708,0,0,0,0
10,AMATS-11945,AMATS-11945-1,AMATS505,AMATS,AMATS,11.65595572,0,0,0,0
10,AMATS-11956,AMATS-11956-1,AMATS412,AMATS,AMATS,0.933129123,1,0,85,0
10,AMATS-11990,AMATS-11990-1,AMATS336,AMATS,AMATS,4.624949778,0,0,0,0
10,AMATS-12073,AMATS-12073-1,AMATS109,AMATS,AMATS,2.01424412,0,0,0,0
10,AMATS-12114,AMATS-12114-2,AMATS237,AMATS,AMATS,4.221087447,0,0,0,0
10,AMATS-12116,AMATS-12116-1,AMATS559,AMATS,AMATS,11.50923151,0,0,0,0
10,AMATS-12134,AMATS-12134-2,AMATS578,AMATS,AMATS,9.49E-05,0,0,0,0
10,AMATS-12148,AMATS-12148-2,AMATS556,AMATS,AMATS,9.49E-05,0,0,0,0
10,AMATS-12224,AMATS-12224-2,AMATS274,AMATS,AMATS,0.000134259,0,0,0,0
10,AMATS-12262,AMATS-12262-1,AMATS835,AMATS,AMATS,1.189985443,0,0,0,0
10,AMATS-12520,AMATS-12520-1,AMATS526,AMATS,AMATS,2.670607107,0,0,0,0
10,AMATS-12522,AMATS-12522-1,AMATS305,AMATS,AMATS,6.362202723,0,0,0,0
10,AMATS-12553,AMATS-12553-3,AMATS559,AMATS,AMATS,23.79065016,0,0,0,0
10,AMATS-12581,AMATS-12581-1,AMATS406,AMATS,AMATS,8.658783373,1,0,85,0
10,AMATS-12609,AMATS-12609-1,AMATS140,AMATS,AMATS,6.614730488,0,0,0,0
10,AMATS-12644,AMATS-12644-1,AMATS71,AMATS,AMATS,2.464746053,0,0,0,0
10,AMATS-12766,AMATS-12766-1,AMATS57,AMATS,AMATS,17.36071272,0,0,0,0
10,AMATS-12769,AMATS-12769-1,AMATS330,AMATS,AMATS,7.927718591,0,0,0,0
10,AMATS-12795,AMATS-12795-1,AMATS28,AMATS,AMATS,4.506155742,0,0,0,0
10,AMATS-12866,AMATS-12866-3,AMATS126,AMATS,AMATS,3.13430394,0,0,0,0
10,AMATS-12912,AMATS-12912-1,AMATS140,AMATS,AMATS,28.71740369,0,0,0,0
10,AMATS-13030,AMATS-13030-1,AMATS349,AMATS,AMATS,19.59252029,0,0,0,0
10,AMATS-13196,AMATS-13196-2,AMATS166,AMATS,AMATS,2.007337487,0,0,0,0
10,AMATS-13238,AMATS-13238-2,AMATS590,AMATS,AMATS,1.294211231,0,0,0,0
10,AMATS-13275,AMATS-13275-1,AMATS15,AMATS,AMATS,3.772170339,0,0,0,0
10,AMATS-13335,AMATS-13335-2,AMATS221,AMATS,AMATS,4.868954763,0,0,0,0
10,AMATS-13353,AMATS-13353-2,AMATS18,AMATS,AMATS,11.48310427,0,0,0,0
10,AMATS-13424,AMATS-13424-1,AMATS889,AMATS,AMATS,5.040057313,0,0,0,0
10,AMATS-13445,AMATS-13445-2,AMATS748,AMATS,AMATS,25.47047824,0,0,0,0
10,AMATS-13475,AMATS-13475-1,AMATS642,AMATS,AMATS,5.822720438,0,0,0,0
10,AMATS-13476,AMATS-13476-2,AMATS599,AMATS,AMATS,1.695842022,0,0,0,0
10,AMATS-13511,AMATS-13511-1,AMATS896,AMATS,AMATS,32.68417133,0,0,0,0
10,AMATS-13539,AMATS-13539-1,AMATS6,AMATS,AMATS,3.796436811,0,0,0,0
10,AMATS-13607,AMATS-13607-1,AMATS6,AMATS,AMATS,5.160557169,0,0,0,0
10,AMATS-13687,AMATS-13687-1,AMATS655,AMATS,AMATS,0.74870778,0,0,0,0
10,AMATS-13708,AMATS-13708-1,AMATS40,AMATS,AMATS,7.785302508,0,0,0,0
10,AMATS-13768,AMATS-13768-1,AMATS34,AMATS,AMATS,5.134410317,0,0,0,0
10,AMATS-13768,AMATS-13768-3,AMATS211,AMATS,AMATS,2.506447726,0,0,0,0
10,AMATS-13831,AMATS-13831-1,AMATS473,AMATS,AMATS,18.22927506,0,0,0,0
10,AMATS-13831,AMATS-13831-2,AMATS208,AMATS,AMATS,25.44230637,0,0,0,0
10,AMATS-13896,AMATS-13896-2,AMATS527,AMATS,AMATS,0.934993942,0,0,0,0
10,AMATS-14059,AMATS-14059-1,AMATS126,AMATS,AMATS,6.389483092,0,0,0,0
10,AMATS-14076,AMATS-14076-1,AMATS70,AMATS,AMATS,2.232758718,0,0,0,0
10,AMATS-14087,AMATS-14087-1,AMATS306,AMATS,AMATS,15.41160685,0,0,0,0
10,AMATS-14097,AMATS-14097-3,AMATS751,AMATS,AMATS,2.655749549,0,0,0,0
10,AMATS-14295,AMATS-14295-3,AMATS34,AMATS,AMATS,3.902085583,0,0,0,0
10,AMATS-14369,AMATS-14369-1,AMATS40,AMATS,AMATS,9.766715138,0,0,0,0
10,AMATS-14415,AMATS-14415-1,AMATS559,AMATS,AMATS,21.87107282,0,0,0,0
10,AMATS-14491,AMATS-14491-1,AMATS289,AMATS,AMATS,2.640575227,0,0,0,0
10,AMATS-14603,AMATS-14603-1,AMATS58,AMATS,AMATS,1.122436269,0,0,0,0
10,AMATS-14635,AMATS-14635-1,AMATS58,AMATS,AMATS,6.02764868,0,0,0,0
10,AMATS-14673,AMATS-14673-1,AMATS107,AMATS,AMATS,1.835480965,0,0,0,0
10,AMATS-14707,AMATS-14707-2,AMATS3,AMATS,AMATS,17.71744844,0,0,0,0
10,AMATS-14776,AMATS-14776-1,AMATS57,AMATS,AMATS,22.02189271,0,0,0,0
10,AMATS-14975,AMATS-14975-1,AMATS598,AMATS,AMATS,5.85409237,0,0,0,0
10,AMATS-15055,AMATS-15055-1,AMATS240,AMATS,AMATS,6.710313449,0,0,0,0
10,AMATS-15078,AMATS-15078-1,AMATS884,AMATS,AMATS,32.08041842,0,0,0,0
10,AMATS-15114,AMATS-15114-1,AMATS286,AMATS,AMATS,9.49E-05,0,0,0,0
10,AMATS-15195,AMATS-15195-1,AMATS834,AMATS,AMATS,5.464282445,0,0,0,0
10,AMATS-15207,AMATS-15207-3,AMATS33,AMATS,AMATS,2.674624662,0,0,0,0
10,AMATS-15452,AMATS-15452-1,AMATS70,AMATS,AMATS,9.904343323,0,0,0,0
10,AMATS-15460,AMATS-15460-2,AMATS333,AMATS,AMATS,4.792413228,0,0,0,0
10,AMATS-15738,AMATS-15738-1,AMATS44,AMATS,AMATS,9.49E-05,0,0,0,0
10,AMATS-15870,AMATS-15870-1,AMATS524,AMATS,AMATS,0.440322418,0,0,0,0
10,AMATS-15887,AMATS-15887-1,AMATS387,AMATS,AMATS,8.65716272,1,0,95,0
10,AMATS-16007,AMATS-16007-2,AMATS239,AMATS,AMATS,2.947052592,0,0,0,0
10,AMATS-16127,AMATS-16127-1,AMATS828,AMATS,AMATS,6.566684175,0,0,0,0
10,AMATS-16215,AMATS-16215-1,AMATS450,AMATS,AMATS,39.92803623,1,0,50,0
10,AMATS-16295,AMATS-16295-2,AMATS364,AMATS,AMATS,0.000134259,0,0,0,0
10,AMATS-16298,AMATS-16298-1,AMATS810,AMATS,AMATS,2.127776679,0,0,0,0
10,AMATS-16301,AMATS-16301-1,AMATS262,AMATS,AMATS,6.395072074,0,0,0,0
10,AMATS-16322,AMATS-16322-1,AMATS559,AMATS,AMATS,13.23031679,0,0,0,0
10,AMATS-16348,AMATS-16348-1,AMATS626,AMATS,AMATS,5.532334414,0,0,0,0
10,AMATS-16351,AMATS-16351-1,AMATS528,AMATS,AMATS,6.233610336,0,0,0,0
10,AMATS-16383,AMATS-16383-1,AMATS843,AMATS,AMATS,35.8609141,0,0,0,0
10,AMATS-16466,AMATS-16466-3,AMATS559,AMATS,AMATS,11.6138126,0,0,0,0
10,AMATS-16468,AMATS-16468-1,AMATS332,AMATS,AMATS,3.779731909,0,0,0,0
10,AMATS-16501,AMATS-16501-2,AMATS412,AMATS,AMATS,6.586285858,1,0,85,0
10,AMATS-16569,AMATS-16569-1,AMATS40,AMATS,AMATS,22.92885513,0,0,0,0
10,AMATS-16729,AMATS-16729-1,AMATS317,AMATS,AMATS,8.08685709,0,0,0,0
10,AMATS-16755,AMATS-16755-2,AMATS289,AMATS,AMATS,66.76343166,0,0,0,0
10,AMATS-16847,AMATS-16847-1,AMATS363,AMATS,AMATS,3.771206113,0,0,0,0
10,AMATS-16975,AMATS-16975-1,AMATS207,AMATS,AMATS,4.335590178,0,0,0,0
10,AMATS-17099,AMATS-17099-2,AMATS241,AMATS,AMATS,50.45208871,0,0,0,0
10,AMATS-17102,AMATS-17102-1,AMATS129,AMATS,AMATS,0.512177851,0,0,0,0
10,AMATS-17140,AMATS-17140-3,AMATS154,AMATS,AMATS,3.42856982,0,0,0,0
10,AMATS-17149,AMATS-17149-2,AMATS523,AMATS,AMATS,8.495314015,0,0,0,0
